,Date,Close,High,Low,Open,Volume,MA_100
0,2015-02-26,29.126399993896484,29.22689678345752,28.275521950457023,28.762374730322254,365150000,
1,2015-02-27,28.68866729736328,29.159888707482317,28.639534948804215,29.032590329567732,248059200,
2,2015-03-02,28.82937240600586,29.095132918211306,28.652945019761663,28.86510565639036,192386800,
3,2015-03-03,28.889671325683594,28.92540457543186,28.606044193335897,28.800341609023185,151265200,
4,2015-03-04,28.706544876098633,28.934340114550473,28.657415910658745,28.831611267207,126665200,
5,2015-03-05,28.230850219726562,28.753436124448754,28.085686900463237,28.71547083130668,226068400,
6,2015-03-06,28.273286819458008,28.891903806205928,28.197356218394752,28.675275661982294,291368400,
7,2015-03-09,28.393882751464844,28.936570817459412,27.929360741103665,28.57701139156905,354114000,
8,2015-03-10,27.806528091430664,28.411745860101902,27.647965653485496,28.230850996391403,275426400,
9,2015-03-11,27.29957389831543,27.864592630686776,27.270541914608945,27.860126826983816,275756000,
10,2015-03-12,27.793128967285156,27.893627445138293,27.163344980721053,27.315207870580377,193450800,
11,2015-03-13,27.601064682006836,28.005288905234814,27.375504972178575,27.781961245231113,207309200,
12,2015-03-16,27.904788970947266,27.904788970947266,27.440268757456078,27.665828455442682,143497200,
13,2015-03-17,28.37154769897461,28.434079174613988,28.061122370725606,28.116954288811467,204092400,
14,2015-03-18,28.690902709960938,28.84499932962246,28.221914998124866,28.362610800519274,261083600,
15,2015-03-19,28.474279403686523,28.86510284648222,28.451946976297766,28.75343900568345,183238000,
16,2015-03-20,28.116958618164062,28.675276181135587,27.951696592262806,28.64177838821013,274780400,
17,2015-03-23,28.409507751464844,28.55243729907907,28.25541114075232,28.38940908251344,150838800,
18,2015-03-24,28.293384552001953,28.594874877800912,28.264350862901242,28.413981704634534,131369200,
19,2015-03-25,27.554168701171875,28.322416469959414,27.554168701171875,28.25988499182182,206620800,
20,2015-03-26,27.746231079101562,27.889160661047796,27.379973812382463,27.415707059796528,190291600,
21,2015-03-27,27.525135040283203,27.848959476862227,27.449204451125873,27.819927493452933,158184800,
22,2015-03-30,28.221921920776367,28.228621479125927,27.692634661044366,27.703801727530387,188398800,
23,2015-03-31,27.788663864135742,28.248718349198064,27.773030994367268,28.159386934583193,168362400,
24,2015-04-01,27.748464584350586,27.942760281749532,27.491637408392435,27.8757612953761,162485600,
25,2015-04-02,27.9874210357666,28.04101919469861,27.735061404600927,27.92265581279033,128880400,
26,2015-04-06,28.440776824951172,28.476510067980243,27.766328049398123,27.79759378512116,148776000,
27,2015-04-07,28.141521453857422,28.612741291445364,28.13482189606946,28.505544959128052,140049200,
28,2015-04-08,28.049959182739258,28.22862202685145,27.909263343103138,28.105791108542423,149316800,
29,2015-04-09,28.264345169067383,28.268812675962128,27.840024022217698,28.10578275139693,129936000,
30,2015-04-10,28.384950637817383,28.409516821392867,27.974028483200485,28.128123439254246,160752000,
31,2015-04-13,28.32910919189453,28.713234687452832,28.275511038403536,28.668566435810277,145460400,
32,2015-04-14,28.20628547668457,28.427379393486362,28.119187821464017,28.36261416455353,102098400,
33,2015-04-15,28.31348419189453,28.39164854242009,28.141522620738304,28.23085403727682,115881600,
34,2015-04-16,28.177257537841797,28.3849523820164,28.163858420106422,28.20182372292682,113476000,
35,2015-04-17,27.86012840270996,28.17055374519729,27.795363170297176,28.038791230321443,207828000,
36,2015-04-20,28.496612548828125,28.612742196487645,27.953926200723096,28.043257616383126,188217200,
37,2015-04-21,28.342517852783203,28.630609072444127,28.288917980602285,28.608278348151323,129740400,
38,2015-04-22,28.724401473999023,28.78023338692949,28.210748897351596,28.3603780150801,150618000,
39,2015-04-23,28.958898544311523,29.126394296720928,28.61720748201312,28.652940727044147,183083600,
40,2015-04-24,29.095130920410156,29.173296974295226,28.86063616646502,29.142031234283216,178103600,
41,2015-04-27,29.624422073364258,29.731621837503962,29.289430477776826,29.54849146288168,387816800,
42,2015-04-28,29.15766143798828,30.046504652742044,28.93656921509768,30.028641437076313,475696000,
43,2015-04-29,28.728879928588867,29.38769607067424,28.65294931591968,29.068339042718698,253544400,
44,2015-04-30,27.9494571685791,28.728870229886088,27.82216046971891,28.728870229886088,332781600,
45,2015-05-01,28.798105239868164,29.061633688785268,27.982960526076326,28.161621657599095,234050400,
46,2015-05-04,28.742271423339844,29.15989649766207,28.644006699969907,28.920934246947915,203953200,
47,2015-05-05,28.09462547302246,28.68644251770801,28.090157964842682,28.619443525852404,197085600,
48,2015-05-06,27.918195724487305,28.306785438036545,27.54970468570634,28.264352630607828,288564000,
49,2015-05-07,28.090871810913086,28.274765359687283,27.812787548105742,27.980982929703067,175763600,
50,2015-05-08,28.620134353637695,28.620134353637695,28.281500416299426,28.40932887184174,222201600,
51,2015-05-11,28.328596115112305,28.60667875247134,28.17385576894177,28.568554864884298,168143200,
52,2015-05-12,28.22767448425293,28.454176395333747,27.99220023537915,28.167123180955276,192640000,
53,2015-05-13,28.259065628051758,28.523693082220305,28.22766929543615,28.290461960667365,138776800,
54,2015-05-14,28.918392181396484,28.918392181396484,28.516967372745793,28.573032500442157,180814000,
55,2015-05-15,28.878032684326172,29.039500558010683,28.752447320781446,28.945311535352136,152832000,
56,2015-05-18,29.19647789001465,29.31533569285124,28.78608072435578,28.790566892937537,203531600,
57,2015-05-19,29.169570922851562,29.351221417987176,29.0731371084552,29.308611366645366,178532800,
58,2015-05-20,29.167325973510742,29.373645264548497,29.005858107143048,29.153870888304162,145819600,
59,2015-05-21,29.465587615966797,29.519411369068177,29.115741775667175,29.169565528768555,158921600,
60,2015-05-22,29.723485946655273,29.81991974360408,29.46782910680423,29.512683945539724,182384000,
61,2015-05-26,29.068649291992188,29.806468364377803,28.95651902510816,29.736948146420776,282790400,
62,2015-05-27,29.61136245727539,29.660700053598696,29.165086138638944,29.23012019454992,183332800,
63,2015-05-28,29.553056716918945,29.5911806019937,29.400561176619927,29.57099797259141,122933200,
64,2015-05-29,29.21666145324707,29.47904586162355,29.131441357179046,29.42970827147302,203538000,
65,2015-06-01,29.27497100830078,29.4655938466424,29.1650855276555,29.216664496569496,128451200,
66,2015-06-02,29.14490509033203,29.30188680444473,29.001378462865464,29.12247766462534,134670400,
67,2015-06-03,29.1807804107666,29.364675696358162,29.13144281814176,29.301883018825503,123934000,
68,2015-06-04,29.010343551635742,29.283941683817417,28.909426993162494,29.059681144123864,153800400,
69,2015-06-05,28.85111427307129,29.08434712808918,28.786080228504034,29.041737082156455,142507200,
70,2015-06-08,28.66050148010254,28.97670970451447,28.442968453828634,28.907186053502876,210699200,
71,2015-06-09,28.57528305053711,28.72329585645601,28.171615028069365,28.413815157161025,224301600,
72,2015-06-10,28.902700424194336,29.005858359639028,28.671710623313455,28.687408793181845,156349200,
73,2015-06-11,28.83765983581543,29.194233246174658,28.812991041403812,28.96997272313957,141563600,
74,2015-06-12,28.519216537475586,28.779359622324986,28.505761450663506,28.747963279115215,147544800,
75,2015-06-15,28.463146209716797,28.53490951126304,28.191791172277195,28.2792526425688,175955600,
76,2015-06-16,28.615644454956055,28.67170958974671,28.33980494993042,28.487816016072244,125976400,
77,2015-06-17,28.548368453979492,28.678438271522495,28.422781383597965,28.642557473536485,131672400,
78,2015-06-18,28.678438186645508,28.774870290470037,28.530427115061457,28.532670199607754,141628800,
79,2015-06-19,28.391386032104492,28.6649841840326,28.346534605317565,28.640315386008115,218867600,
80,2015-06-22,28.617883682250977,28.718800226883594,28.499025886270193,28.590971805228726,136157200,
81,2015-06-23,28.48781394958496,28.617885463497288,28.454174528956322,28.588732211470873,121075600,
82,2015-06-24,28.73001480102539,29.109015620040665,28.507997369571378,28.52817999471631,221123600,
83,2015-06-25,28.593217849731445,28.9744600700057,28.593217849731445,28.89821231033968,127752400,
84,2015-06-26,28.42502212524414,28.703104702860742,28.37120007721526,28.631341401831552,176267200,
85,2015-06-29,27.92716407775879,28.362230062047647,27.91595207762097,28.135726443209705,196645600,
86,2015-06-30,28.12900161743164,28.283741948637296,28.001173168905485,28.160397958404925,177482800,
87,2015-07-01,28.391386032104492,28.46763551080897,28.254586956140436,28.458664883257136,120955200,
88,2015-07-02,28.35550308227539,28.411568216992972,28.20524722089345,28.35325999781449,108844000,
89,2015-07-06,28.2568359375,28.308416628944023,27.99893590222512,28.01912024617195,112241600,
90,2015-07-07,28.18731117248535,28.290470827837684,27.756729584136583,28.23216260143077,187787200,
91,2015-07-08,27.48761749267578,27.951836795628807,27.48088994945466,27.91595599479205,243046400,
92,2015-07-09,26.926959991455078,27.821758968025282,26.736338895730672,27.774664465150213,314380000,
93,2015-07-10,27.646841049194336,27.7746694975796,27.182621767061306,27.34633272564635,245418000,
94,2015-07-13,28.18058204650879,28.20300775972198,27.88007201434083,28.039296802418413,165762000,
95,2015-07-14,28.169363021850586,28.33980148987726,28.04153459857356,28.265795110355842,127072400,
96,2015-07-15,28.44071388244629,28.514720251160174,28.16263136751822,28.194027697705017,134596800,
97,2015-07-16,28.81972312927246,28.833181637210444,28.559581771223318,28.647043252125144,144889600,
98,2015-07-17,29.068649291992188,29.068649291992188,28.774868540267114,28.94755010941288,184658800,
99,2015-07-20,29.61808967590332,29.81992278300993,29.310850424579744,29.37140172548937,235600800,28.488804435729982
100,2015-07-21,29.322065353393555,29.808710310384445,29.225634964554256,29.793013852130155,307025600,28.490761089324952
101,2015-07-22,28.08190155029297,28.144694219816735,27.357539344636574,27.357539344636574,461802400,28.484693431854247
102,2015-07-23,28.068452835083008,28.50127407834909,28.046025410046116,28.301682314521408,203998000,28.477084236145018
103,2015-07-24,27.920440673828125,28.198523298655843,27.785884675425834,28.104334270871473,168649200,28.467391929626466
104,2015-07-27,27.5324649810791,27.72084471917167,27.386697002890582,27.604228283454344,177822000,28.45565113067627
105,2015-07-28,27.669265747070312,27.788125274515522,27.48313079290029,27.669265747070312,134472400,28.450035285949706
106,2015-07-29,27.581796646118164,27.69616997285141,27.42032882272339,27.61767914508221,148046800,28.443120384216307
107,2015-07-30,27.442764282226562,27.487615708103714,27.29475149708196,27.431550570271163,134513200,28.433609199523925
108,2015-07-31,27.202804565429688,27.50331287195031,27.115343090488782,27.49434224490866,171540000,28.427571964263915
